지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
93,북춘천,2020-04-18,12.7,6.6,607,19.8,1640
93,북춘천,2020-04-19,11,7.3,535,15.5,1258
93,북춘천,2020-04-20,9.3,4.6,2338,12.9,1130
93,북춘천,2020-04-21,6.9,3.5,606,11.5,1300
93,북춘천,2020-04-22,6.3,3.5,32,9.4,1446
93,북춘천,2020-04-23,7,-.5,520,14.4,1525
93,북춘천,2020-04-24,8.6,-1,501,15.9,1532
93,북춘천,2020-04-25,11.6,4,308,19.7,1403
93,북춘천,2020-04-26,10.6,2.6,614,18.8,1406
93,북춘천,2020-04-27,10.1,2.1,530,18.3,1541
93,북춘천,2020-04-28,12.4,1.2,600,21.9,1531
93,북춘천,2020-04-29,13.7,5.4,551,22.8,1531
93,북춘천,2020-04-30,15.3,3.3,455,24.6,1457
93,북춘천,2020-05-01,20.4,12.6,517,28,1542
93,북춘천,2020-05-02,19.5,14.8,2312,23.6,1653
93,북춘천,2020-05-03,20.8,15.2,520,27.4,1449
93,북춘천,2020-05-04,21.1,14.8,318,28.9,1530
93,북춘천,2020-05-05,16.1,10.8,2400,21.7,1311
93,북춘천,2020-05-06,18.4,7.8,550,27.7,1621
93,북춘천,2020-05-07,18.6,9,546,25.8,1423
93,북춘천,2020-05-08,18.3,10.8,605,27.6,1521
93,북춘천,2020-05-09,14.2,11.7,543,16,1306
93,북춘천,2020-05-10,15.7,13.2,451,19,1440
93,북춘천,2020-05-11,17,12.3,334,23.3,1459
93,북춘천,2020-05-12,12.8,8.6,546,19.1,1609
93,북춘천,2020-05-13,15,5.6,549,24,1536
93,북춘천,2020-05-14,16.6,7.9,426,24.7,1450
93,북춘천,2020-05-15,14.7,13.1,659,17.8,331
93,북춘천,2020-05-16,17.6,14,233,23.2,1712
93,북춘천,2020-05-17,20.6,16.3,409,26.2,1620
93,북춘천,2020-05-18,19.3,15.3,2348,26.4,1340
93,북춘천,2020-05-19,11.7,6.9,2358,15.8,1
93,북춘천,2020-05-20,11.5,5.4,506,16.1,1701
93,북춘천,2020-05-21,15,6.8,456,21.8,1514
93,북춘천,2020-05-22,16.9,12.1,507,22.2,1542
93,북춘천,2020-05-23,19.3,14.3,105,25.2,1453
93,북춘천,2020-05-24,18.6,15.1,2352,22.6,1616
93,북춘천,2020-05-25,17.5,13.2,341,22.5,1533
93,북춘천,2020-05-26,16.9,12.8,2355,23.7,1420
93,북춘천,2020-05-27,17,10.2,514,24.8,1657
93,북춘천,2020-05-28,17.4,11.8,340,23.5,1441
93,북춘천,2020-05-29,19.3,10.6,459,28.4,1543
93,북춘천,2020-05-30,20.7,11.4,511,29.8,1603
93,북춘천,2020-05-31,21.3,13.3,519,28.7,1513
93,북춘천,2020-06-01,21,15.8,2400,26.6,1515
93,북춘천,2020-06-02,17,13.7,607,21.3,1619
93,북춘천,2020-06-03,22,13.6,349,28.8,1604
93,북춘천,2020-06-04,23.2,16.9,515,29.2,1614
93,북춘천,2020-06-05,22.9,17.2,534,29.2,1626
93,북춘천,2020-06-06,23.7,15.7,534,31.2,1605
93,북춘천,2020-06-07,23.8,19.2,508,29.7,1558
93,북춘천,2020-06-08,24.8,17.8,502,32.4,1646
93,북춘천,2020-06-09,26,18.6,506,33.9,1546
93,북춘천,2020-06-10,25.6,19.8,504,32.4,1401
93,북춘천,2020-06-11,26.4,21.6,439,32.9,1628
93,북춘천,2020-06-12,23.9,18.7,443,28.9,1402
93,북춘천,2020-06-13,26.1,17.9,545,33.9,1613
93,북춘천,2020-06-14,24.7,20.2,547,30.7,1424
93,북춘천,2020-06-15,23.3,17.2,515,31.3,1521
93,북춘천,2020-06-16,22.4,14.8,508,29.7,1616
93,북춘천,2020-06-17,24.3,17,521,30.9,1550
93,북춘천,2020-06-18,22.7,18.6,530,27,1608
93,북춘천,2020-06-19,22.7,18.7,402,28.4,1600
93,북춘천,2020-06-20,23.9,16.7,441,31.6,1452
93,북춘천,2020-06-21,25.6,18.2,548,33.5,1504
93,북춘천,2020-06-22,26.7,18,509,35.8,1629
93,북춘천,2020-06-23,26.5,19.8,459,33,1327
93,북춘천,2020-06-24,21.2,18.8,1429,24.7,1
93,북춘천,2020-06-25,21.1,19,1,23.6,1606
93,북춘천,2020-06-26,22,19.7,408,25.6,1650
93,북춘천,2020-06-27,23.2,18.9,2355,29,1659
93,북춘천,2020-06-28,22.8,17.6,248,30.5,1617
93,북춘천,2020-06-29,23,18.6,511,26.8,1247
93,북춘천,2020-06-30,21.1,17.3,2322,23.9,1032
93,북춘천,2020-07-01,19.8,16.4,424,25,1802
93,북춘천,2020-07-02,23.4,16.5,207,30.2,1614
93,북춘천,2020-07-03,25.6,19.5,539,31.2,1434
93,북춘천,2020-07-04,23.6,18.7,607,30.2,1545
93,북춘천,2020-07-05,23.1,17.2,526,29.3,1428
93,북춘천,2020-07-06,25,18.7,502,31.1,1701
93,북춘천,2020-07-07,24.1,20,2348,28.1,1721
93,북춘천,2020-07-08,24.9,17.8,521,31.2,1729
93,북춘천,2020-07-09,26.1,19.8,524,32.4,1615
93,북춘천,2020-07-10,23,20.7,356,24.7,925
93,북춘천,2020-07-11,23.4,18.7,2343,27.2,1509
93,북춘천,2020-07-12,21.8,16.1,517,25,1712
93,북춘천,2020-07-13,20,17.9,2025,22.1,1325
93,북춘천,2020-07-14,19.9,16.3,341,23.8,1610
93,북춘천,2020-07-15,21.2,16.6,332,27.9,1657
93,북춘천,2020-07-16,22.7,16.7,415,30.3,1544
93,북춘천,2020-07-17,24.8,20,350,32.7,1448
93,북춘천,2020-07-18,25,20.6,240,31.2,1542
93,북춘천,2020-07-19,21.5,19.7,525,22.9,3
93,북춘천,2020-07-20,23.6,21.4,2346,26.9,835
93,북춘천,2020-07-21,25.1,19.9,555,31.1,1525
93,북춘천,2020-07-22,23.3,20.4,306,27.7,1521
93,북춘천,2020-07-23,21.6,19.3,2147,24.7,1157
93,북춘천,2020-07-24,22.8,18.4,43,25.8,1508
93,북춘천,2020-07-25,24,20.3,2359,27.4,1311
93,북춘천,2020-07-26,24,19.5,302,29.6,1430
93,북춘천,2020-07-27,22.3,21.2,557,23.8,1539
93,북춘천,2020-07-28,23.3,20,541,27.1,1348
93,북춘천,2020-07-29,22.6,21.3,739,23.7,1235
93,북춘천,2020-07-30,25.2,22.1,2348,30.2,1525
93,북춘천,2020-07-31,25.4,20.5,517,30.7,1313
93,북춘천,2020-08-01,24.2,22.9,459,25.9,1240
93,북춘천,2020-08-02,24.2,23.1,2019,26.8,1222
93,북춘천,2020-08-03,23.4,22.3,1320,24.5,801
93,북춘천,2020-08-04,24.5,22.7,156,29.1,1553
93,북춘천,2020-08-05,24.4,23.1,2050,26.3,1724
93,북춘천,2020-08-06,24.3,21.6,2242,27.8,1553
93,북춘천,2020-08-07,23.2,20.9,2341,27.1,1332
93,북춘천,2020-08-08,24.3,20.7,228,28.9,1254
93,북춘천,2020-08-09,23.2,21.6,39,24.7,1532
93,북춘천,2020-08-10,25.5,23.1,1,29.8,1137
93,북춘천,2020-08-11,24.4,22.5,800,27.5,1545
93,북춘천,2020-08-12,26.5,21.9,453,31,1432
93,북춘천,2020-08-13,26.6,23.5,416,30.8,1151
93,북춘천,2020-08-14,27.3,25.5,1,30.3,1433
93,북춘천,2020-08-15,26.1,24.5,2230,28,1338
93,북춘천,2020-08-16,26.9,24.2,626,31.1,1300
93,북춘천,2020-08-17,26.7,23.8,2341,30.6,1440
93,북춘천,2020-08-18,27.1,23.2,2345,32.2,1506
93,북춘천,2020-08-19,26.4,22.2,154,32.6,1530
93,북춘천,2020-08-20,26.9,21.7,339,32.8,1454
93,북춘천,2020-08-21,24.1,21.8,2328,26.4,1018
93,북춘천,2020-08-22,23,20.8,2350,27.1,1256
93,북춘천,2020-08-23,24.1,20.3,154,30.1,1609
93,북춘천,2020-08-24,25.7,20.5,228,31.7,1409
93,북춘천,2020-08-25,28.2,23.1,608,34.1,1505
93,북춘천,2020-08-26,29.1,23.5,513,35.4,1411
93,북춘천,2020-08-27,28.1,24.6,322,31.7,1508
93,북춘천,2020-08-28,27.1,24.3,524,32.6,1555
93,북춘천,2020-08-29,26.6,24.4,504,29.9,1151
93,북춘천,2020-08-30,26.5,23.9,2335,31.1,1252
93,북춘천,2020-08-31,25.6,23.3,227,28.8,1434
93,북춘천,2020-09-01,25.2,20.6,611,30,1537
93,북춘천,2020-09-02,23.8,22.9,1746,25.1,2301
93,북춘천,2020-09-03,22.6,20.5,2335,26.4,1611
93,북춘천,2020-09-04,21.8,16.2,2351,27.4,1457
93,북춘천,2020-09-05,20,14.8,441,25.8,1555
93,북춘천,2020-09-06,19.9,17,542,24.8,1409
93,북춘천,2020-09-07,19.6,16.3,223,23.3,1546
93,북춘천,2020-09-08,22.2,17.4,2340,27.4,1412
93,북춘천,2020-09-09,19,17.2,14,25.9,1359
93,북춘천,2020-09-10,20.6,17,524,26.7,1531
93,북춘천,2020-09-11,20.8,15.8,548,27,1221
93,북춘천,2020-09-12,19.3,17.2,623,22.8,1401
93,북춘천,2020-09-13,19.8,14.7,630,25.1,1536
93,북춘천,2020-09-14,19.7,15.6,349,25.4,1421
93,북춘천,2020-09-15,21,16.5,151,27.1,1504
93,북춘천,2020-09-16,20.3,18.9,227,23.9,1345
93,북춘천,2020-09-17,19.1,14.9,2359,23.7,1238
93,북춘천,2020-09-18,17.5,12.4,2356,25.5,1331
93,북춘천,2020-09-19,16.7,11.2,238,25.8,1547
93,북춘천,2020-09-20,16.1,9.3,640,24,1441
93,북춘천,2020-09-21,15.3,8.2,642,23.5,1523
93,북춘천,2020-09-22,16.5,9,607,24.4,1326
93,북춘천,2020-09-23,16.1,9.9,343,21.8,1521
93,북춘천,2020-09-24,17.6,12.6,635,23.1,1259
93,북춘천,2020-09-25,17.2,12.8,350,22.9,1527
93,북춘천,2020-09-26,16.5,12,207,21.9,1301
93,북춘천,2020-09-27,16.7,9.9,524,24.7,1530
93,북춘천,2020-09-28,16.7,11.1,353,25.3,1529
93,북춘천,2020-09-29,16,11.5,317,22.6,1515
93,북춘천,2020-09-30,17.2,12.1,535,22.8,1452
93,북춘천,2020-10-01,17.7,12.5,535,23.7,1459
93,북춘천,2020-10-02,17.3,14.6,644,21.8,1138
93,북춘천,2020-10-03,18.3,15.2,2327,23.6,1355
93,북춘천,2020-10-04,15.4,7.6,2355,21.6,1251
93,북춘천,2020-10-05,10.7,3.4,619,18.7,1425
93,북춘천,2020-10-06,10.5,3.6,611,19.5,1544
93,북춘천,2020-10-07,13.8,5.7,644,21.6,1522
93,북춘천,2020-10-08,13.5,6.2,622,21.9,1319
93,북춘천,2020-10-09,14,5.7,632,21,1126
93,북춘천,2020-10-10,13.6,6.2,640,20.8,1406
93,북춘천,2020-10-11,13.2,6.8,638,19.2,1416
93,북춘천,2020-10-12,13.8,9.2,240,21.2,1440
93,북춘천,2020-10-13,11.2,7,2342,18.6,1449
93,북춘천,2020-10-14,10,3.8,2357,18.9,1445
93,북춘천,2020-10-15,8.3,2.1,309,17.4,1552
93,북춘천,2020-10-16,7.2,3.2,406,11.5,1607
93,북춘천,2020-10-17,8.8,4,2341,17.9,1542
93,북춘천,2020-10-18,8.8,1.5,400,19.1,1529
93,북춘천,2020-10-19,10.1,4.5,339,19.8,1621
93,북춘천,2020-10-20,10.2,3.7,456,21.5,1616
93,북춘천,2020-10-21,9.2,5.3,322,15.6,1541
93,북춘천,2020-10-22,11.5,5.1,2354,19.5,1418
93,북춘천,2020-10-23,6.3,.4,712,14.2,1423
93,북춘천,2020-10-24,4.8,-2.7,638,14.3,1506
93,북춘천,2020-10-25,7.5,-1.6,644,19.5,1425
93,북춘천,2020-10-26,8.6,.4,646,18.5,1623
93,북춘천,2020-10-27,9.5,3.3,502,18.5,1538
93,북춘천,2020-10-28,10.8,4.2,2354,20.3,1451
93,북춘천,2020-10-29,6.9,-1.3,645,16.5,1552
93,북춘천,2020-10-30,8.4,-.5,636,18.1,1420
93,북춘천,2020-10-31,9.3,.9,709,16.9,1445
93,북춘천,2020-11-01,10.9,8.6,2355,12.7,1209
93,북춘천,2020-11-02,8,3.8,2129,15.6,1440
93,북춘천,2020-11-03,4.2,-2.6,2350,8.4,1410
93,북춘천,2020-11-04,1.6,-5.9,655,10.5,1535
93,북춘천,2020-11-05,6,-2.8,434,14.7,1503
93,북춘천,2020-11-06,10.6,6.1,628,16.6,1516
93,북춘천,2020-11-07,13.1,7.4,2322,18.8,1301
93,북춘천,2020-11-08,7.3,2.5,557,13.1,1142
93,북춘천,2020-11-09,2.4,-5,719,10.8,1439
93,북춘천,2020-11-10,3.2,-4.4,722,13,1537
93,북춘천,2020-11-11,4.5,-3.1,646,14.9,1558
93,북춘천,2020-11-12,5.8,-2.5,721,16.8,1544
93,북춘천,2020-11-13,7.8,2.2,420,17.3,1508
93,북춘천,2020-11-14,7.1,-.7,726,17.3,1517
93,북춘천,2020-11-15,7.4,.5,659,17.2,1404
93,북춘천,2020-11-16,9.2,.6,653,18.1,1517
93,북춘천,2020-11-17,10.4,2.9,609,16.6,1531
93,북춘천,2020-11-18,13.1,11,303,15.1,1503
93,북춘천,2020-11-19,14.5,8.3,2351,19.4,816
93,북춘천,2020-11-20,3.7,.2,2348,8.2,1
93,북춘천,2020-11-21,4.2,-3.1,720,11.3,1455
93,북춘천,2020-11-22,5.8,2,2356,7.7,1554
93,북춘천,2020-11-23,.7,-3.2,2359,6.2,1510
93,북춘천,2020-11-24,.4,-3.7,115,5.8,1534
93,북춘천,2020-11-25,.7,-3.6,325,8,1444
93,북춘천,2020-11-26,1.4,-2.9,333,9.2,1555
93,북춘천,2020-11-27,1.9,-2.7,2353,8.2,1344
93,북춘천,2020-11-28,-1.4,-5.3,738,3.9,1425
93,북춘천,2020-11-29,-2.4,-6.7,727,4,1408
93,북춘천,2020-11-30,-2.9,-8.3,719,4.2,1515
93,북춘천,2020-12-01,-2.1,-8.4,726,4.9,1449
93,북춘천,2020-12-02,-.2,-3.7,2349,5.6,1535
93,북춘천,2020-12-03,-1.5,-6.4,757,5.3,1400
93,북춘천,2020-12-04,-3.7,-9.1,719,3.8,1559
93,북춘천,2020-12-05,-2.2,-8.6,659,5.6,1425
93,북춘천,2020-12-06,.3,-4.9,617,7.8,1454
93,북춘천,2020-12-07,.6,-4.6,2329,7.4,1343
93,북춘천,2020-12-08,-3.4,-7.9,520,3.9,1604
93,북춘천,2020-12-09,-2.7,-9.5,649,3.9,1448
93,북춘천,2020-12-10,.9,-2.5,2336,6.5,1521
93,북춘천,2020-12-11,.8,-4.3,521,6.7,1457
93,북춘천,2020-12-12,-.5,-4.8,2315,6.4,1245
93,북춘천,2020-12-13,-3.3,-8.5,2345,1,1547
93,북춘천,2020-12-14,-10.3,-14.5,806,-5.5,1446
93,북춘천,2020-12-15,-11.5,-17,809,-4.9,1417
93,북춘천,2020-12-16,-12.3,-18.5,740,-4.2,1523
93,북춘천,2020-12-17,-9.1,-18,645,-1.9,1600
93,북춘천,2020-12-18,-3.1,-7.1,832,2.2,1450
93,북춘천,2020-12-19,-8.2,-14.8,759,-1.2,1355
93,북춘천,2020-12-20,-7.9,-14.4,744,0,1530
93,북춘천,2020-12-21,-6.6,-13.8,726,2.9,1546
93,북춘천,2020-12-22,-3.5,-9.3,204,3.2,1549
93,북춘천,2020-12-23,-1.6,-8,638,4.8,2354
93,북춘천,2020-12-24,1.2,-6.2,2336,5.8,1232
93,북춘천,2020-12-25,-3.7,-10,745,2.4,1405
93,북춘천,2020-12-26,-.7,-5,516,7.1,1441
93,북춘천,2020-12-27,1.7,-5.4,42,8.1,1431
93,북춘천,2020-12-28,2.2,-2.7,759,9.9,1548
93,북춘천,2020-12-29,-1.3,-4.1,600,1.3,1413
93,북춘천,2020-12-30,-10.1,-13.5,2332,-2.7,1
93,북춘천,2020-12-31,-10.8,-16.2,532,-4.7,1527
95,철원,2020-01-01,-4.1,-9,7,.7,1512
95,철원,2020-01-02,-1.4,-4.7,3,2.1,1430
95,철원,2020-01-03,-3.7,-8.4,746,3.3,1504
95,철원,2020-01-04,-3.8,-9.7,548,5.2,1452
95,철원,2020-01-05,-3.5,-10.4,744,5.3,1454
95,철원,2020-01-06,-1.3,-6.4,228,1.7,1342
95,철원,2020-01-07,4.1,.9,1,6.5,2310
95,철원,2020-01-08,3.3,-.7,2329,6.2,230
95,철원,2020-01-09,-2.5,-5.6,2350,.1,1532
95,철원,2020-01-10,-3.1,-7.1,503,2.7,1532
95,철원,2020-01-11,-2.3,-6.7,734,2.4,1440
95,철원,2020-01-12,-2.8,-5.6,741,1,1445
95,철원,2020-01-13,-5.4,-8.7,740,-.3,1504
95,철원,2020-01-14,-5.8,-11.4,656,1.7,1519
95,철원,2020-01-15,-5.9,-11.7,717,.9,1449
95,철원,2020-01-16,-5.5,-11.1,654,2.3,1500
95,철원,2020-01-17,-3.9,-10.4,755,4.8,1556
95,철원,2020-01-18,-2.3,-8.6,754,5.2,1431
95,철원,2020-01-19,-.4,-5.2,432,3.4,1429
95,철원,2020-01-20,-1.4,-6.5,818,4.1,1455
95,철원,2020-01-21,-4.1,-11.3,743,4,1452
95,철원,2020-01-22,-.2,-4.1,53,7.2,1557
95,철원,2020-01-23,.9,-5.3,750,9.4,1514
95,철원,2020-01-24,-1.2,-7,755,7.1,1524
95,철원,2020-01-25,0,-5.2,226,8.2,1536
95,철원,2020-01-26,2.9,-5.4,713,11,1453
95,철원,2020-01-27,4.9,2.9,401,6.5,1157
95,철원,2020-01-28,4.8,-2.4,2344,10,1422
95,철원,2020-01-29,2.3,-3.3,631,9.1,1312
95,철원,2020-01-30,2.2,-3.6,739,9,1239
95,철원,2020-01-31,2.2,-1.8,742,7.8,1547
95,철원,2020-02-01,-1.1,-5.7,719,5.3,1501
95,철원,2020-02-02,-1.5,-7,745,4.5,1427
95,철원,2020-02-03,-1.8,-7.2,2347,2.2,1430
95,철원,2020-02-04,-4.4,-10.7,710,2.7,1449
95,철원,2020-02-05,-11.7,-17.2,722,-6.2,1528
95,철원,2020-02-06,-10.1,-17.7,720,-1.6,1643
95,철원,2020-02-07,-4,-12.4,129,1.2,1452
95,철원,2020-02-08,-2,-6.7,2333,3.2,1542
95,철원,2020-02-09,-3.1,-11.1,706,2.7,1610
95,철원,2020-02-10,.7,-6.2,732,8.3,1439
95,철원,2020-02-11,2.2,-6.7,714,12.7,1603
95,철원,2020-02-12,5.3,-.2,339,10.8,1534
95,철원,2020-02-13,5.6,3.2,749,9.6,1514
95,철원,2020-02-14,7,2.1,2341,14.9,1628
95,철원,2020-02-15,6.9,.4,536,15.8,1329
95,철원,2020-02-16,-1.8,-5.7,2321,4.1,7
95,철원,2020-02-17,-7,-8.1,2001,-5.4,319
95,철원,2020-02-18,-6.4,-12.9,714,-.7,1620
95,철원,2020-02-19,-2.1,-9.4,659,5.4,1526
95,철원,2020-02-20,1,-4.8,540,9.4,1506
95,철원,2020-02-21,3.8,-2.5,20,9.2,1354
95,철원,2020-02-22,3,-.8,2354,6.3,1352
95,철원,2020-02-23,.6,-5.8,657,6.7,1611
95,철원,2020-02-24,4.4,-1.4,1,9.8,1408
95,철원,2020-02-25,4.4,2.7,2359,8.8,1558
95,철원,2020-02-26,3.1,-1,628,8.7,1541
95,철원,2020-02-27,3.2,-2.6,638,10.3,1543
95,철원,2020-02-28,1.7,-1.5,231,4.8,1203
95,철원,2020-02-29,4.5,0,2327,10.9,1653
95,철원,2020-03-01,3.9,-2.3,704,10.2,1444
95,철원,2020-03-02,1.7,-2.2,2332,6.1,1619
95,철원,2020-03-03,3.5,-4,401,10.5,1513
95,철원,2020-03-04,1.3,-1.5,2346,4.1,1158
95,철원,2020-03-05,-.2,-6.4,709,6.6,1556
95,철원,2020-03-06,.9,-6.8,727,8.9,1613
95,철원,2020-03-07,3.3,-4.1,608,13.2,1523
95,철원,2020-03-08,5.8,-3.9,652,16.1,1453
95,철원,2020-03-09,7.8,-2.6,710,15.5,1300
95,철원,2020-03-10,6.1,2.6,2340,9.8,115
95,철원,2020-03-11,2.6,-2.1,2357,7.9,1624
95,철원,2020-03-12,4.7,-3.9,553,11.7,1610
95,철원,2020-03-13,3.3,-3.5,2355,7.6,1
95,철원,2020-03-14,1.8,-7.2,646,8.3,1518
95,철원,2020-03-15,1.5,-3.8,2355,7.4,1320
95,철원,2020-03-16,1.1,-7.9,621,8.5,1459
95,철원,2020-03-17,3.7,-.8,2400,8.8,1555
95,철원,2020-03-18,5.5,-4,641,16.2,1545
95,철원,2020-03-19,8.6,2.6,1,11.9,711
95,철원,2020-03-20,7.5,-1.2,701,14.2,1457
95,철원,2020-03-21,11.7,5.5,45,18,1540
95,철원,2020-03-22,8.4,1.7,657,16.1,1343
95,철원,2020-03-23,7.4,-2,518,16.1,1433
95,철원,2020-03-24,8.7,-2.5,614,17.5,1551
95,철원,2020-03-25,9.3,-.6,630,19.4,1424
95,철원,2020-03-26,12.5,.9,655,19.9,1314
95,철원,2020-03-27,10.3,2.9,2331,15.6,1607
95,철원,2020-03-28,4.3,-2.8,642,12.6,1436
95,철원,2020-03-29,6.2,-4.8,610,15.3,1554
95,철원,2020-03-30,7.7,-2.4,617,17,1534
95,철원,2020-03-31,9.6,-1.4,620,18.7,1429
95,철원,2020-04-01,8.2,1.4,2258,18.3,1340
95,철원,2020-04-02,7,-2.4,627,16.3,1455
95,철원,2020-04-03,8.1,-2.8,608,17.2,1358
95,철원,2020-04-04,7.8,-.6,2335,13.7,1323
95,철원,2020-04-05,5,-5.2,557,14.4,1652
95,철원,2020-04-06,7.7,-3.2,653,17,1440
95,철원,2020-04-07,8.5,-1,612,17.2,1502
95,철원,2020-04-08,6.5,-2.2,621,14,1512
95,철원,2020-04-09,7,-2.7,621,14.9,1437
95,철원,2020-04-10,8.2,1.1,537,14.9,1551
95,철원,2020-04-11,8.5,0,620,16,1549
95,철원,2020-04-12,7,1.4,438,11.4,1320
95,철원,2020-04-13,8.5,-1.2,606,18.4,1615
95,철원,2020-04-14,10.7,-1,538,21.1,1503
95,철원,2020-04-15,11.8,1,603,21.8,1615
95,철원,2020-04-16,14.1,5,611,22.7,1428
95,철원,2020-04-17,9.6,6,2327,12.1,900
95,철원,2020-04-18,12.6,5.1,622,19.5,1519
95,철원,2020-04-19,10.9,7.7,500,16.5,1213
95,철원,2020-04-20,8.9,5.8,2352,11.7,1646
95,철원,2020-04-21,6.2,3.2,2312,10.3,1337
95,철원,2020-04-22,5.2,2.8,602,8.4,1428
95,철원,2020-04-23,7.2,-.1,614,13.4,1449
95,철원,2020-04-24,8.5,-1.5,550,15.2,1505
95,철원,2020-04-25,11.4,4.9,2359,16.8,1359
95,철원,2020-04-26,10,1.7,525,17.3,1413
95,철원,2020-04-27,10,2,552,17.2,1457
95,철원,2020-04-28,11.9,1.3,546,19.8,1424
95,철원,2020-04-29,12.9,4.6,545,21.4,1540
95,철원,2020-04-30,14.4,2.9,508,22.8,1503
95,철원,2020-05-01,19.2,13,350,25.7,1608
95,철원,2020-05-02,18.5,15.2,2337,21.6,1619
95,철원,2020-05-03,21,14.6,512,26.8,1535
95,철원,2020-05-04,21.1,15.4,2359,27.4,1515
95,철원,2020-05-05,16,10.8,2400,21.7,1245
95,철원,2020-05-06,17.9,8,530,26.4,1720
95,철원,2020-05-07,18.6,10.3,514,25.9,1603
95,철원,2020-05-08,17.7,12.1,2348,25.9,1335
95,철원,2020-05-09,13.9,11.7,206,16,1345
95,철원,2020-05-10,14.3,12.3,547,17.5,1643
95,철원,2020-05-11,15.9,11.5,2357,21.1,1420
95,철원,2020-05-12,12.6,8.8,557,18.9,1638
95,철원,2020-05-13,14.8,5.6,519,22.2,1454
95,철원,2020-05-14,16.3,8,408,23.8,1413
95,철원,2020-05-15,14.5,12.5,639,17.1,1321
95,철원,2020-05-16,16.9,13.6,437,20.6,1651
95,철원,2020-05-17,18.6,15.3,616,23.4,1611
95,철원,2020-05-18,17.7,12.8,2350,26.5,1445
95,철원,2020-05-19,11.4,8.3,2358,14.8,1449
95,철원,2020-05-20,12.5,5.8,345,18.7,1617
95,철원,2020-05-21,15,7.4,520,21.2,1708
95,철원,2020-05-22,16.3,11.9,531,20.3,1408
95,철원,2020-05-23,18.6,14.1,532,24,1519
95,철원,2020-05-24,17.4,15.4,2359,22.1,1612
95,철원,2020-05-25,17.9,14.3,511,22.4,1516
95,철원,2020-05-26,15.8,11.6,2351,21,1415
95,철원,2020-05-27,16.7,9.5,558,24.2,1556
95,철원,2020-05-28,16.5,12.4,259,21.6,1511
95,철원,2020-05-29,18.8,10.3,548,27,1657
95,철원,2020-05-30,21.2,12.1,521,28.8,1508
95,철원,2020-05-31,20,14,423,27.1,1408
95,철원,2020-06-01,19.8,15.5,2327,25.3,1525
95,철원,2020-06-02,16.3,12.7,357,22,1352
95,철원,2020-06-03,21.2,16.2,605,28,1626
95,철원,2020-06-04,21.6,18,18,26.7,1512
95,철원,2020-06-05,21.7,17,514,27.7,1535
95,철원,2020-06-06,22.9,15.2,451,29.7,1525
95,철원,2020-06-07,22.3,17.6,550,28,1703
95,철원,2020-06-08,23.5,17.6,315,30.2,1631
95,철원,2020-06-09,24.9,17.4,513,31.8,1518
95,철원,2020-06-10,24.5,18.5,511,30.9,1427
95,철원,2020-06-11,25.1,20.7,504,30.8,1543
95,철원,2020-06-12,22.8,17.6,456,28.8,1038
95,철원,2020-06-13,24.7,15.9,421,33.1,1604
95,철원,2020-06-14,24.3,20.9,526,29.2,1627
95,철원,2020-06-15,22.9,15.5,517,29.6,1402
95,철원,2020-06-16,22.8,16.5,248,29.3,1600
95,철원,2020-06-17,23.5,16.8,502,30,1438
95,철원,2020-06-18,21,16.7,529,25,1521
95,철원,2020-06-19,23.2,19,209,28.9,1526
95,철원,2020-06-20,23.3,16.9,520,29.5,1555
95,철원,2020-06-21,24.1,16.3,529,31.4,1602
95,철원,2020-06-22,25.6,17.4,509,33.6,1359
95,철원,2020-06-23,25.1,19.2,453,30.4,1116
95,철원,2020-06-24,19.9,18.2,1348,23.6,1
95,철원,2020-06-25,20.1,18.1,44,22.5,1153
95,철원,2020-06-26,21.2,18.8,538,24.8,1701
95,철원,2020-06-27,22.3,17.8,2358,28.4,1546
95,철원,2020-06-28,22.9,17.7,14,29.1,1504
95,철원,2020-06-29,22.7,18.2,425,26.7,1508
95,철원,2020-06-30,19.2,16.8,2131,21.4,1144
95,철원,2020-07-01,19.6,16.2,449,25.3,1647
95,철원,2020-07-02,22.8,16.2,219,29.4,1540
95,철원,2020-07-03,24.2,18.7,508,31.1,1334
95,철원,2020-07-04,23,18.7,441,28.1,1417
95,철원,2020-07-05,22.5,18.2,253,27.8,1437
95,철원,2020-07-06,24.2,18.7,26,30,1407
95,철원,2020-07-07,22.9,19.7,2236,26.9,1620
95,철원,2020-07-08,24,18.9,348,30.2,1537
95,철원,2020-07-09,25,17.9,518,31.7,1534
95,철원,2020-07-10,21.8,20,1405,24.3,1007
95,철원,2020-07-11,22.7,19.8,534,26.9,1338
95,철원,2020-07-12,20.9,15.3,458,24.9,1538
95,철원,2020-07-13,18.8,16.9,619,21.7,1133
95,철원,2020-07-14,19.3,16.3,738,22.9,1244
95,철원,2020-07-15,22.1,16.2,446,29.4,1651
95,철원,2020-07-16,23.3,17.9,237,29.1,1515
95,철원,2020-07-17,24.7,20.3,135,30.6,1618
95,철원,2020-07-18,24,20.7,150,29.2,1305
95,철원,2020-07-19,21.9,19.2,451,27.2,2314
95,철원,2020-07-20,23.3,21.4,1451,27.5,220
95,철원,2020-07-21,24,20.5,538,29.3,1625
95,철원,2020-07-22,23.4,19.4,213,28.5,1555
95,철원,2020-07-23,20.9,18.2,2355,23.8,1125
